vehicle_id,bin_id,area,timestamp,route_sequence,distance_km,fuel_consumption_liters,route_efficiency_score
VH001,NIZ_010,Nizampet,2024-07-20,2,9.49,2.37,67.38
VH002,NIZ_010,Nizampet,2025-06-30,5,10.39,2.6,64.54
VH002,NIZ_010,Nizampet,2025-09-20,4,2.22,0.56,90.31
VH004,NIZ_010,Nizampet,2025-09-25,5,14.48,3.62,51.63
VH001,NIZ_010,Nizampet,2025-04-18,1,2.58,0.64,89.17
VH004,NIZ_010,Nizampet,2024-02-16,1,3.86,0.96,85.13
VH002,NIZ_010,Nizampet,2026-03-14,2,2.18,0.55,90.43
VH004,NIZ_010,Nizampet,2026-10-26,3,9.37,2.34,67.76
VH004,NIZ_010,Nizampet,2026-04-17,2,14.12,3.53,52.78
VH001,NIZ_010,Nizampet,2026-02-23,4,10.66,2.66,63.69
VH001,NIZ_010,Nizampet,2024-03-21,3,12.69,3.17,57.28
VH001,NIZ_010,Nizampet,2026-08-21,1,2.17,0.54,90.46
VH003,NIZ_010,Nizampet,2026-03-31,5,9.05,2.26,68.77
VH004,NIZ_010,Nizampet,2025-06-20,5,7.97,1.99,72.17
VH003,NIZ_010,Nizampet,2024-08-16,4,8.49,2.12,70.54
VH001,NIZ_010,Nizampet,2024-07-21,2,2.94,0.74,88.04
VH001,NIZ_010,Nizampet,2024-03-04,1,10.9,2.72,62.93
VH002,NIZ_010,Nizampet,2024-10-18,4,8.54,2.13,70.37
VH003,NIZ_010,Nizampet,2026-08-08,3,11.95,2.99,59.62
VH003,NIZ_010,Nizampet,2025-02-11,2,8.31,2.08,71.1
VH001,NIZ_010,Nizampet,2025-05-02,3,3.94,0.98,84.88
VH004,NIZ_011,Nizampet,2026-11-19,2,10.43,2.61,64.42
VH001,NIZ_011,Nizampet,2026-05-10,1,4.24,1.06,83.93
VH001,NIZ_011,Nizampet,2025-11-18,5,13.34,3.34,55.23
VH004,NIZ_011,Nizampet,2025-06-20,1,9.97,2.49,65.86
VH001,NIZ_011,Nizampet,2024-05-20,4,4.04,1.01,84.56
VH001,NIZ_011,Nizampet,2024-12-20,1,14.51,3.63,51.54
VH001,NIZ_011,Nizampet,2024-01-17,1,8.74,2.18,69.74
VH002,NIZ_011,Nizampet,2026-02-02,3,2.95,0.74,88.01
VH003,NIZ_011,Nizampet,2026-04-16,5,10.15,2.54,65.3
VH004,NIZ_011,Nizampet,2026-10-11,2,5.29,1.32,80.62
VH002,NIZ_011,Nizampet,2026-10-26,5,12.45,3.11,58.04
VH002,NIZ_011,Nizampet,2024-05-21,2,12.63,3.16,57.47
VH001,NIZ_011,Nizampet,2025-04-16,5,14.73,3.68,50.86
VH003,NIZ_011,Nizampet,2024-09-01,5,8.52,2.13,70.43
VH004,NIZ_011,Nizampet,2026-10-12,5,7.91,1.98,72.36
VH001,NIZ_011,Nizampet,2025-05-17,5,11.8,2.95,60.1
VH003,NIZ_011,Nizampet,2024-01-09,1,3.72,0.93,85.57
VH003,NIZ_011,Nizampet,2026-08-13,4,9.11,2.28,68.58
VH002,NIZ_011,Nizampet,2025-09-30,1,9.1,2.28,68.61
VH004,NIZ_011,Nizampet,2025-06-10,1,3.16,0.79,87.34
VH002,NIZ_011,Nizampet,2024-04-01,4,7.43,1.86,73.87
VH001,NIZ_011,Nizampet,2026-10-10,5,13.09,3.27,56.02
VH003,NIZ_011,Nizampet,2025-06-02,3,13.13,3.28,55.9
VH001,NIZ_011,Nizampet,2025-03-31,5,3.29,0.82,86.93
VH003,NIZ_011,Nizampet,2026-08-28,5,3.18,0.8,87.28
VH001,NIZ_011,Nizampet,2024-11-21,1,5.42,1.36,80.22
VH004,NIZ_011,Nizampet,2025-12-23,4,13.37,3.34,55.14
VH002,NIZ_011,Nizampet,2024-09-13,2,3.68,0.92,85.71
VH001,NIZ_011,Nizampet,2024-10-21,3,11.36,2.84,61.48
VH004,NIZ_011,Nizampet,2025-01-18,1,3.32,0.83,86.84
VH003,NIZ_011,Nizampet,2024-02-15,2,10.1,2.52,65.45
VH003,NIZ_011,Nizampet,2026-03-21,5,6.63,1.66,76.4
VH001,NIZ_011,Nizampet,2024-10-29,2,12.26,3.06,58.65
VH003,NIZ_011,Nizampet,2025-07-18,4,5.04,1.26,81.41
VH002,NIZ_011,Nizampet,2026-11-12,4,10.31,2.58,64.79
VH003,NIZ_011,Nizampet,2026-03-24,4,5.06,1.26,81.34
VH002,NIZ_011,Nizampet,2026-07-01,4,11.28,2.82,61.74
VH004,NIZ_011,Nizampet,2026-08-18,5,13.36,3.34,55.17
VH001,NIZ_011,Nizampet,2024-12-05,5,3.65,0.91,85.8
VH003,NIZ_011,Nizampet,2026-12-16,5,13.27,3.32,55.46
VH004,NIZ_011,Nizampet,2026-03-09,4,9.72,2.43,66.66
VH003,NIZ_011,Nizampet,2026-08-10,3,3.65,0.91,85.79
VH002,NIZ_011,Nizampet,2025-09-10,3,7.56,1.89,73.47
VH002,NIZ_011,Nizampet,2024-12-24,1,4.09,1.02,84.41
VH001,NIZ_011,Nizampet,2025-04-11,5,11.1,2.78,62.29
VH003,NIZ_011,Nizampet,2025-03-15,5,11.87,2.97,59.88
VH004,NIZ_011,Nizampet,2026-06-03,1,3.38,0.84,86.65
VH001,NIZ_011,Nizampet,2026-07-14,2,8.58,2.14,70.25
VH004,NIZ_011,Nizampet,2024-07-19,4,12.59,3.15,57.6
VH003,NIZ_011,Nizampet,2026-03-12,2,14.17,3.54,52.62
VH003,NIZ_011,Nizampet,2024-12-24,1,8.68,2.17,69.94
VH003,NIZ_011,Nizampet,2025-09-20,5,14.35,3.59,52.05
VH004,NIZ_011,Nizampet,2024-02-26,1,8.96,2.24,69.04
VH001,NIZ_011,Nizampet,2026-03-26,5,7.12,1.78,74.85
VH002,NIZ_011,Nizampet,2026-09-23,5,13.03,3.26,56.22
VH004,NIZ_011,Nizampet,2025-10-21,2,8.41,2.1,70.79
VH003,NIZ_011,Nizampet,2024-01-16,3,8.13,2.03,71.66
VH001,NIZ_011,Nizampet,2024-05-25,2,8.37,2.09,70.91
VH001,NIZ_011,Nizampet,2024-04-05,5,13.01,3.25,56.28
VH002,NIZ_011,Nizampet,2025-11-09,5,12.82,3.2,56.88
VH004,NIZ_011,Nizampet,2025-09-29,2,7.25,1.81,74.45
VH003,NIZ_011,Nizampet,2026-08-18,5,6.33,1.58,77.34
VH003,NIZ_011,Nizampet,2026-10-15,1,8.4,2.1,70.82
VH003,NIZ_011,Nizampet,2026-12-24,1,9.45,2.36,67.51
VH002,NIZ_011,Nizampet,2025-09-12,1,5.1,1.27,81.22
VH002,NIZ_011,Nizampet,2025-01-05,3,12.32,3.08,58.45
VH004,NIZ_011,Nizampet,2024-05-08,3,8.32,2.08,71.06
VH004,NIZ_011,Nizampet,2025-07-14,4,6.34,1.58,77.31
VH004,NIZ_011,Nizampet,2024-04-30,1,3.39,0.85,86.62
VH003,NIZ_011,Nizampet,2024-02-12,1,5.1,1.27,81.22
VH003,NIZ_011,Nizampet,2024-01-25,4,14.34,3.58,52.08
VH004,NIZ_011,Nizampet,2026-10-26,5,5.97,1.49,78.48
VH004,NIZ_011,Nizampet,2025-08-28,4,4.2,1.05,84.07
VH003,NIZ_011,Nizampet,2025-11-29,5,7.99,2.0,72.11
VH001,NIZ_011,Nizampet,2026-04-30,1,5.99,1.5,78.41
VH001,NIZ_011,Nizampet,2026-02-09,4,2.46,0.62,89.55
VH003,NIZ_011,Nizampet,2024-08-05,4,6.2,1.55,77.75
VH003,NIZ_011,Nizampet,2024-12-08,4,9.07,2.27,68.7
VH004,NIZ_011,Nizampet,2025-01-05,3,9.17,2.29,68.38
VH003,NIZ_011,Nizampet,2026-01-26,1,6.64,1.66,76.37
VH002,NIZ_011,Nizampet,2026-08-04,2,7.81,1.95,72.67
VH001,NIZ_011,Nizampet,2024-09-05,4,14.55,3.64,51.42
VH003,NIZ_011,Nizampet,2026-08-01,2,6.91,1.73,75.52
VH004,NIZ_011,Nizampet,2024-12-02,2,5.36,1.34,80.41
VH004,NIZ_011,Nizampet,2026-01-07,3,5.17,1.29,81.01
VH002,NIZ_011,Nizampet,2024-07-06,5,7.95,1.99,72.23
VH001,NIZ_011,Nizampet,2024-03-13,3,11.87,2.97,59.87
VH004,NIZ_011,Nizampet,2025-08-31,4,4.68,1.17,82.55
VH002,NIZ_011,Nizampet,2025-03-06,4,11.22,2.8,61.92
VH001,NIZ_011,Nizampet,2026-03-26,3,2.27,0.57,90.14
VH003,NIZ_011,Nizampet,2026-05-22,4,7.45,1.86,73.82
VH002,NIZ_011,Nizampet,2026-06-16,4,12.09,3.02,59.18
VH003,NIZ_011,Nizampet,2026-05-09,2,6.4,1.6,77.12
VH003,NIZ_011,Nizampet,2026-12-17,1,9.33,2.33,67.88
VH001,NIZ_011,Nizampet,2024-09-26,1,4.66,1.16,82.61
VH002,NIZ_011,Nizampet,2024-03-14,3,11.65,2.91,60.57
VH003,NIZ_011,Nizampet,2025-07-02,2,2.68,0.67,88.86
VH003,NIZ_011,Nizampet,2024-03-15,3,13.08,3.27,56.05
VH001,NIZ_011,Nizampet,2024-09-29,5,4.58,1.14,82.87
VH002,NIZ_011,Nizampet,2024-08-31,5,13.37,3.34,55.14
VH004,NIZ_012,Nizampet,2024-10-14,4,6.58,1.64,76.55
VH001,NIZ_012,Nizampet,2025-12-24,1,11.39,2.85,61.38
VH002,NIZ_012,Nizampet,2026-01-29,4,6.15,1.54,77.91
VH002,NIZ_012,Nizampet,2024-06-02,2,13.78,3.44,53.85
VH004,NIZ_012,Nizampet,2024-06-25,2,3.65,0.91,85.8
VH001,NIZ_012,Nizampet,2024-01-04,3,4.32,1.08,83.68
VH002,NIZ_012,Nizampet,2026-04-03,1,8.41,2.1,70.78
VH002,NIZ_012,Nizampet,2026-01-11,2,3.07,0.77,87.63
VH003,NIZ_012,Nizampet,2025-05-30,3,4.55,1.14,82.96
VH003,NIZ_012,Nizampet,2026-05-02,5,14.27,3.57,52.3
VH004,NIZ_012,Nizampet,2025-09-24,4,14.69,3.67,50.97
VH003,NIZ_012,Nizampet,2024-11-30,1,6.89,1.72,75.58
VH001,NIZ_012,Nizampet,2025-02-18,1,14.0,3.5,53.15
VH001,NIZ_012,Nizampet,2024-08-12,3,9.08,2.27,68.67
VH001,NIZ_012,Nizampet,2025-10-15,1,5.51,1.38,79.93
VH002,NIZ_012,Nizampet,2024-07-10,1,11.13,2.78,62.2
VH001,NIZ_012,Nizampet,2024-06-14,5,10.57,2.64,63.98
VH002,NIZ_012,Nizampet,2025-08-13,2,14.86,3.72,50.44
VH001,NIZ_012,Nizampet,2025-06-20,5,5.45,1.36,80.12
VH004,NIZ_012,Nizampet,2026-09-27,2,10.74,2.68,63.44
VH002,NIZ_012,Nizampet,2026-01-11,3,2.68,0.67,88.86
VH002,NIZ_012,Nizampet,2025-04-01,5,3.48,0.87,86.34
VH003,NIZ_012,Nizampet,2025-09-19,1,2.05,0.51,90.84
VH004,NIZ_012,Nizampet,2024-09-22,4,14.99,3.75,50.03
VH001,NIZ_012,Nizampet,2026-02-18,4,12.43,3.11,58.11
VH002,NIZ_012,Nizampet,2025-01-01,2,12.23,3.06,58.74
VH001,NIZ_012,Nizampet,2025-02-15,2,8.63,2.16,70.09
VH001,NIZ_012,Nizampet,2025-12-17,3,5.9,1.48,78.7
VH004,NIZ_012,Nizampet,2026-08-16,5,3.97,0.99,84.79
VH002,NIZ_012,Nizampet,2026-08-04,5,5.7,1.42,79.33
VH004,NIZ_012,Nizampet,2024-07-21,1,6.89,1.72,75.58
VH003,NIZ_012,Nizampet,2024-06-20,5,11.83,2.96,60.0
VH003,NIZ_012,Nizampet,2026-01-26,2,9.02,2.26,68.87
VH003,NIZ_012,Nizampet,2026-04-12,2,3.01,0.75,87.82
VH004,NIZ_012,Nizampet,2026-06-02,3,2.23,0.56,90.27
VH004,NIZ_012,Nizampet,2025-09-25,1,3.33,0.83,86.81
VH001,NIZ_012,Nizampet,2025-10-15,3,7.34,1.84,74.16
VH001,NIZ_012,Nizampet,2024-12-04,5,14.13,3.53,52.74
VH004,NIZ_012,Nizampet,2026-09-04,1,10.29,2.57,64.86
VH002,NIZ_012,Nizampet,2024-04-23,5,12.42,3.1,58.13
VH001,NIZ_012,Nizampet,2024-06-18,2,8.06,2.02,71.88
VH001,NIZ_012,Nizampet,2025-06-24,3,6.7,1.68,76.18
VH003,NIZ_012,Nizampet,2025-11-12,1,3.41,0.85,86.55
VH001,NIZ_012,Nizampet,2025-01-13,5,13.39,3.35,55.08
VH004,NIZ_012,Nizampet,2025-11-19,2,12.18,3.04,58.89
VH004,NIZ_012,Nizampet,2026-06-12,2,4.19,1.05,84.1
VH004,NIZ_012,Nizampet,2026-03-21,1,8.66,2.16,70.0
VH002,NIZ_012,Nizampet,2024-03-04,4,8.34,2.08,71.01
VH003,NIZ_012,Nizampet,2026-02-26,4,10.13,2.53,65.36
VH004,NIZ_012,Nizampet,2026-12-07,5,14.3,3.58,52.21
VH002,NIZ_012,Nizampet,2026-01-03,5,9.54,2.38,67.22
VH001,NIZ_012,Nizampet,2024-02-11,3,9.02,2.26,68.86
VH001,NIZ_012,Nizampet,2025-05-03,2,2.65,0.66,88.95
VH001,NIZ_012,Nizampet,2025-10-30,5,2.82,0.7,88.42
VH001,NIZ_012,Nizampet,2024-05-04,1,4.44,1.11,83.31
VH004,NIZ_012,Nizampet,2025-09-01,3,2.42,0.6,89.67
VH004,NIZ_012,Nizampet,2025-10-30,3,11.66,2.92,60.53
VH003,NIZ_012,Nizampet,2024-11-30,5,11.4,2.85,61.35
VH004,NIZ_012,Nizampet,2025-05-07,1,3.77,0.94,85.42
VH001,NIZ_012,Nizampet,2026-11-20,1,12.87,3.22,56.72
VH004,NIZ_012,Nizampet,2025-01-15,1,4.01,1.0,84.66
VH003,NIZ_012,Nizampet,2026-09-02,3,5.92,1.48,78.64
VH003,NIZ_012,Nizampet,2026-12-12,2,5.24,1.31,80.79
VH004,NIZ_012,Nizampet,2025-03-25,4,6.84,1.71,75.74
VH004,NIZ_012,Nizampet,2026-07-02,5,5.31,1.33,80.56
VH003,NIZ_012,Nizampet,2024-06-11,3,8.36,2.09,70.95
VH003,NIZ_012,Nizampet,2026-01-11,5,7.3,1.82,74.29
VH001,NIZ_012,Nizampet,2026-03-21,5,14.83,3.71,50.54
VH004,NIZ_012,Nizampet,2024-06-05,1,2.73,0.68,88.7
VH004,NIZ_012,Nizampet,2025-01-28,3,3.85,0.96,85.17
VH002,NIZ_012,Nizampet,2025-09-18,4,2.69,0.67,88.83
VH002,NIZ_012,Nizampet,2025-05-12,4,10.14,2.54,65.33
VH002,NIZ_012,Nizampet,2024-01-05,4,2.71,0.68,88.76
VH001,NIZ_012,Nizampet,2024-05-05,2,12.87,3.22,56.71
VH002,NIZ_012,Nizampet,2024-03-31,4,8.66,2.16,70.0
VH002,NIZ_012,Nizampet,2026-01-29,2,8.85,2.21,69.39
VH004,NIZ_012,Nizampet,2024-07-17,5,9.3,2.33,67.98
VH002,NIZ_012,Nizampet,2024-05-17,3,4.22,1.06,84.0
VH002,NIZ_012,Nizampet,2025-08-21,1,4.57,1.14,82.89
VH003,NIZ_012,Nizampet,2026-10-07,3,6.14,1.54,77.94
VH004,NIZ_012,Nizampet,2024-07-22,1,9.72,2.43,66.66
VH001,NIZ_012,Nizampet,2025-04-07,3,4.73,1.18,82.39
VH004,NIZ_012,Nizampet,2024-01-30,1,3.51,0.88,86.24
VH003,NIZ_012,Nizampet,2025-11-11,3,14.61,3.65,51.23
VH002,NIZ_012,Nizampet,2024-12-11,4,2.29,0.57,90.09
VH004,NIZ_012,Nizampet,2025-10-20,5,12.44,3.11,58.08
VH001,NIZ_012,Nizampet,2026-10-05,3,12.24,3.06,58.7
VH003,NIZ_012,Nizampet,2024-11-24,1,5.86,1.46,78.82
VH003,NIZ_012,Nizampet,2024-05-30,2,3.76,0.94,85.45
VH001,NIZ_012,Nizampet,2026-05-11,3,3.89,0.97,85.04
VH003,NIZ_012,Nizampet,2025-09-10,4,11.07,2.77,62.4
VH001,NIZ_012,Nizampet,2025-04-18,5,10.36,2.59,64.64
VH001,NIZ_012,Nizampet,2026-05-22,2,12.18,3.04,58.9
VH002,NIZ_012,Nizampet,2026-09-21,2,14.19,3.55,52.56
VH001,NIZ_012,Nizampet,2025-06-05,3,11.0,2.75,62.62
VH001,NIZ_012,Nizampet,2026-12-05,2,4.03,1.01,84.6
VH003,NIZ_012,Nizampet,2026-04-24,1,5.16,1.29,81.03
VH003,NIZ_012,Nizampet,2024-06-19,1,12.95,3.24,56.47
VH003,NIZ_012,Nizampet,2025-06-21,1,4.72,1.18,82.42
VH003,NIZ_012,Nizampet,2024-10-04,2,2.94,0.74,88.03
VH002,NIZ_013,Nizampet,2024-10-15,4,11.14,2.78,62.17
VH004,NIZ_013,Nizampet,2025-03-24,3,7.23,1.81,74.5
VH003,NIZ_013,Nizampet,2026-08-30,4,13.96,3.49,53.28
VH004,NIZ_013,Nizampet,2026-08-09,5,10.45,2.61,64.35
VH004,NIZ_013,Nizampet,2025-10-23,4,3.18,0.8,87.28
VH004,NIZ_013,Nizampet,2025-09-11,5,14.32,3.58,52.14
VH004,NIZ_013,Nizampet,2026-07-07,5,5.36,1.34,80.4
VH002,NIZ_013,Nizampet,2024-05-13,3,6.38,1.6,77.18
VH003,NIZ_013,Nizampet,2026-05-17,5,7.23,1.81,74.51
VH003,NIZ_013,Nizampet,2026-09-23,5,2.67,0.67,88.89
VH002,NIZ_013,Nizampet,2024-11-03,3,8.45,2.11,70.65
VH004,NIZ_013,Nizampet,2024-05-14,1,3.6,0.9,85.95
VH001,NIZ_013,Nizampet,2026-04-12,3,7.21,1.8,74.57
VH004,NIZ_013,Nizampet,2024-06-28,5,6.56,1.64,76.62
VH003,NIZ_013,Nizampet,2024-01-21,5,12.05,3.01,59.31
VH002,NIZ_013,Nizampet,2025-04-28,5,12.44,3.11,58.07
VH003,NIZ_013,Nizampet,2024-08-28,3,3.99,1.0,84.72
VH001,NIZ_013,Nizampet,2026-08-24,1,6.77,1.69,75.96
VH002,NIZ_013,Nizampet,2024-04-08,3,6.85,1.71,75.7
VH002,NIZ_013,Nizampet,2024-06-05,5,3.97,0.99,84.79
VH003,NIZ_013,Nizampet,2024-05-31,4,12.38,3.1,58.26
VH004,NIZ_013,Nizampet,2025-01-10,4,11.19,2.8,62.01
VH001,NIZ_013,Nizampet,2025-05-14,4,4.47,1.12,83.2
VH004,NIZ_013,Nizampet,2024-11-11,4,6.77,1.69,75.96
VH001,NIZ_013,Nizampet,2025-05-02,4,3.38,0.84,86.65
VH004,NIZ_013,Nizampet,2024-10-30,3,10.17,2.54,65.24
VH004,NIZ_013,Nizampet,2026-10-28,2,3.58,0.9,86.02
VH002,NIZ_013,Nizampet,2026-10-30,4,14.82,3.7,50.57
VH001,NIZ_013,Nizampet,2026-02-13,2,12.15,3.04,58.99
VH004,NIZ_013,Nizampet,2025-12-24,1,7.07,1.77,75.01
VH002,NIZ_013,Nizampet,2024-03-19,4,9.52,2.38,67.28
VH002,NIZ_013,Nizampet,2025-02-09,3,13.85,3.46,53.63
VH003,NIZ_013,Nizampet,2025-07-22,4,9.2,2.3,68.29
VH002,NIZ_013,Nizampet,2025-08-03,3,4.27,1.07,83.84
VH004,NIZ_013,Nizampet,2024-06-12,1,6.92,1.73,75.48
VH002,NIZ_013,Nizampet,2026-08-17,4,12.96,3.24,56.43
VH003,NIZ_013,Nizampet,2025-04-06,2,10.37,2.59,64.6
VH002,NIZ_013,Nizampet,2026-02-16,1,10.46,2.62,64.32
VH004,NIZ_013,Nizampet,2024-05-16,5,13.27,3.32,55.46
VH002,NIZ_013,Nizampet,2026-01-11,5,13.62,3.4,54.35
VH003,NIZ_013,Nizampet,2026-03-31,5,13.96,3.49,53.28
VH002,NIZ_013,Nizampet,2024-10-23,5,3.23,0.81,87.12
VH003,NIZ_013,Nizampet,2025-03-12,1,9.07,2.27,68.7
VH003,NIZ_013,Nizampet,2026-11-24,4,11.63,2.91,60.63
VH002,NIZ_013,Nizampet,2026-11-01,1,11.84,2.96,59.97
VH002,NIZ_013,Nizampet,2026-09-08,5,9.89,2.47,66.12
VH002,NIZ_013,Nizampet,2025-12-20,2,4.17,1.04,84.16
VH002,NIZ_013,Nizampet,2026-04-04,5,12.37,3.09,58.3
VH004,NIZ_013,Nizampet,2025-05-23,5,11.36,2.84,61.48
VH001,NIZ_013,Nizampet,2024-03-25,3,3.12,0.78,87.47
VH002,NIZ_013,Nizampet,2026-01-20,1,8.03,2.01,71.98
VH003,NIZ_013,Nizampet,2025-05-28,1,4.26,1.06,83.87
VH001,NIZ_013,Nizampet,2026-07-01,4,6.39,1.6,77.16
VH004,NIZ_013,Nizampet,2025-02-11,4,2.24,0.56,90.25
VH001,NIZ_013,Nizampet,2025-11-08,2,7.2,1.8,74.6
VH003,NIZ_013,Nizampet,2024-01-06,1,9.15,2.29,68.45
VH002,NIZ_013,Nizampet,2024-02-08,3,10.05,2.51,65.61
VH001,NIZ_013,Nizampet,2025-11-15,2,10.63,2.66,63.79
VH004,NIZ_013,Nizampet,2025-09-11,4,12.87,3.22,56.72
VH004,NIZ_013,Nizampet,2025-02-27,1,4.8,1.2,82.17
VH003,NIZ_013,Nizampet,2026-04-29,3,3.57,0.89,86.05
VH002,NIZ_013,Nizampet,2024-07-11,5,13.07,3.27,56.09
VH002,NIZ_013,Nizampet,2024-10-19,1,4.04,1.01,84.57
VH001,NIZ_013,Nizampet,2025-11-11,2,14.67,3.67,51.04
VH004,NIZ_013,Nizampet,2026-12-16,5,12.95,3.24,56.46
VH001,NIZ_013,Nizampet,2024-07-26,3,8.51,2.13,70.47
VH002,NIZ_013,Nizampet,2024-12-10,2,14.76,3.69,50.76
VH003,NIZ_013,Nizampet,2024-01-22,2,3.27,0.82,87.0
VH002,NIZ_013,Nizampet,2025-12-18,1,5.94,1.48,78.57
VH003,NIZ_013,Nizampet,2024-02-02,1,10.3,2.58,64.83
VH003,NIZ_013,Nizampet,2025-10-26,1,6.55,1.64,76.65
VH001,NIZ_013,Nizampet,2026-09-09,5,14.07,3.52,52.93
VH004,NIZ_013,Nizampet,2024-05-09,1,2.85,0.71,88.32
VH001,NIZ_013,Nizampet,2024-04-28,5,9.14,2.28,68.48
VH004,NIZ_013,Nizampet,2025-03-23,1,9.68,2.42,66.78
VH002,NIZ_013,Nizampet,2024-09-18,4,10.49,2.62,64.23
VH004,NIZ_013,Nizampet,2024-10-31,1,5.32,1.33,80.53
VH002,NIZ_013,Nizampet,2025-03-29,5,6.74,1.68,76.05
VH004,NIZ_013,Nizampet,2025-04-26,5,12.97,3.24,56.4
VH004,NIZ_013,Nizampet,2024-01-11,2,4.53,1.13,83.02
VH001,NIZ_013,Nizampet,2025-09-15,2,12.75,3.19,57.1
VH003,NIZ_013,Nizampet,2026-09-17,1,9.31,2.33,67.94
VH004,NIZ_013,Nizampet,2026-10-04,5,11.91,2.98,59.75
VH001,NIZ_013,Nizampet,2024-05-23,1,11.28,2.82,61.74
VH004,NIZ_013,Nizampet,2025-04-21,4,4.7,1.18,82.49
VH003,NIZ_013,Nizampet,2026-09-30,4,9.39,2.35,67.69
VH002,NIZ_013,Nizampet,2024-08-30,2,13.28,3.32,55.42
VH003,NIZ_013,Nizampet,2024-07-08,2,7.62,1.9,73.28
VH003,NIZ_013,Nizampet,2025-03-30,3,14.57,3.64,51.36
VH003,NIZ_013,Nizampet,2026-05-13,5,7.88,1.97,72.46
VH004,NIZ_013,Nizampet,2025-10-28,5,3.86,0.96,85.14
VH004,NIZ_013,Nizampet,2024-08-11,1,7.06,1.76,75.04
VH003,NIZ_013,Nizampet,2024-11-09,4,14.37,3.59,51.98
VH004,NIZ_013,Nizampet,2024-01-15,5,6.16,1.54,77.88
VH003,NIZ_013,Nizampet,2025-05-31,2,13.29,3.32,55.4
VH001,NIZ_013,Nizampet,2024-07-03,1,13.46,3.36,54.86
VH001,NIZ_013,Nizampet,2026-01-01,3,6.55,1.64,76.65
VH001,NIZ_013,Nizampet,2026-08-23,2,3.08,0.77,87.59
VH002,NIZ_013,Nizampet,2025-05-08,3,11.42,2.86,61.29
VH002,NIZ_013,Nizampet,2026-05-05,3,6.05,1.51,78.23
VH004,NIZ_014,Nizampet,2025-10-27,1,12.18,3.04,58.9
VH001,NIZ_014,Nizampet,2025-02-01,5,7.75,1.94,72.86
VH003,NIZ_014,Nizampet,2025-01-11,2,8.31,2.08,71.1
VH004,NIZ_014,Nizampet,2026-02-22,3,12.11,3.03,59.11
VH002,NIZ_014,Nizampet,2024-10-29,1,6.97,1.74,75.32
VH004,NIZ_014,Nizampet,2024-10-03,5,7.76,1.94,72.83
VH003,NIZ_014,Nizampet,2024-03-29,1,6.89,1.72,75.58
VH001,NIZ_014,Nizampet,2026-10-05,2,6.78,1.7,75.93
VH004,NIZ_014,Nizampet,2026-07-13,4,8.84,2.21,69.43
VH002,NIZ_014,Nizampet,2025-07-27,5,12.51,3.13,57.85
VH001,NIZ_014,Nizampet,2024-11-13,5,6.7,1.68,76.17
VH001,NIZ_014,Nizampet,2024-01-24,4,8.82,2.2,69.5
VH001,NIZ_014,Nizampet,2026-04-02,3,10.72,2.68,63.5
VH003,NIZ_014,Nizampet,2026-07-01,5,5.5,1.38,79.96
VH002,NIZ_014,Nizampet,2026-04-25,2,5.61,1.4,79.62
VH002,NIZ_014,Nizampet,2024-01-24,4,14.13,3.53,52.74
VH003,NIZ_014,Nizampet,2026-10-13,2,11.41,2.85,61.33
VH001,NIZ_014,Nizampet,2025-08-20,5,9.5,2.38,67.34
VH002,NIZ_014,Nizampet,2025-04-10,3,10.42,2.6,64.44
VH001,NIZ_014,Nizampet,2025-11-21,3,2.38,0.6,89.8
VH003,NIZ_014,Nizampet,2025-02-22,1,10.04,2.51,65.65
VH001,NIZ_014,Nizampet,2025-06-06,1,8.62,2.15,70.12
VH002,NIZ_014,Nizampet,2026-08-10,3,9.09,2.27,68.63
VH003,NIZ_014,Nizampet,2025-12-19,1,6.67,1.67,76.27
VH001,NIZ_014,Nizampet,2024-05-19,1,3.06,0.76,87.66
VH001,NIZ_014,Nizampet,2024-07-17,2,4.51,1.13,83.08
VH004,NIZ_014,Nizampet,2026-12-20,1,14.36,3.59,52.02
VH002,NIZ_014,Nizampet,2024-12-23,2,7.31,1.83,74.25
VH002,NIZ_014,Nizampet,2024-01-26,4,8.07,2.02,71.86
VH001,NIZ_014,Nizampet,2024-08-29,2,2.69,0.67,88.83
VH001,NIZ_014,Nizampet,2025-03-17,3,2.49,0.62,89.46
VH004,NIZ_014,Nizampet,2025-11-12,5,11.32,2.83,61.6
VH001,NIZ_014,Nizampet,2025-03-27,5,9.0,2.25,68.93
VH004,NIZ_014,Nizampet,2026-04-21,4,8.61,2.15,70.15
VH001,NIZ_014,Nizampet,2025-05-23,5,5.16,1.29,81.03
VH003,NIZ_014,Nizampet,2025-04-15,1,11.68,2.92,60.47
VH004,NIZ_014,Nizampet,2026-11-23,2,4.19,1.05,84.1
VH003,NIZ_014,Nizampet,2024-09-14,2,4.47,1.12,83.21
VH001,NIZ_014,Nizampet,2024-12-04,5,7.99,2.0,72.11
VH004,NIZ_014,Nizampet,2025-03-16,3,5.72,1.43,79.27
VH001,NIZ_014,Nizampet,2024-03-24,2,5.22,1.3,80.85
VH003,NIZ_014,Nizampet,2026-06-14,5,10.39,2.6,64.54
VH001,NIZ_014,Nizampet,2025-02-03,4,10.46,2.62,64.32
VH003,NIZ_014,Nizampet,2025-04-20,3,12.72,3.18,57.19
VH004,NIZ_014,Nizampet,2026-06-01,4,7.43,1.86,73.87
VH003,NIZ_014,Nizampet,2025-09-06,3,2.95,0.74,88.0
